,组合,指数
2012-10-24,-0.007886268717996359,-0.00035200000000000005
2012-10-25,-0.01042197753441687,-0.009745
2012-10-26,-0.01596768398600701,-0.01949
2012-10-29,0.000701639645605212,-0.001376
2012-10-30,0.00018612458023259298,0.000552
2012-10-31,0.004469854408658991,0.002344
2012-11-01,0.019138130057763547,0.018968
2012-11-02,0.002706442734427217,0.006617
2012-11-05,-0.003403340831554913,-0.00437
2012-11-06,-0.003941331953632554,-0.006828
2012-11-07,-0.000408899315214594,-0.0012820000000000002
2012-11-08,-0.021170112125661444,-0.024796
2012-11-09,-0.002231278319660634,-0.004023
2012-11-12,0.006517599618165226,0.006202
2012-11-13,-0.01819870564791659,-0.020466
2012-11-14,0.004228690846419525,0.002973
2012-11-15,-0.015270592255237081,-0.017658
2012-11-16,-0.003123786681695328,-0.005845
2012-11-19,0.0018812342652982919,0.002328
2012-11-20,-0.003686445663435345,-0.003971
2012-11-21,0.01120370497246359,0.010351999999999998
2012-11-22,-0.012574295581615269,-0.013241000000000001
2012-11-23,0.000981255657439117,0.003461
2012-11-26,-0.013404717551604994,-0.011691
2012-11-27,-0.03128541043459842,-0.035738
2012-11-28,-0.016706696222663076,-0.022216999999999997
2012-11-29,-0.010414379304949262,-0.009413
2012-11-30,0.015423918060165851,0.015301
2012-12-03,-0.02370554510521783,-0.023961
2012-12-04,0.011454349980228208,0.012469
2012-12-05,0.035921099654495414,0.036924
2012-12-06,-0.0022201890190640667,-0.0006370000000000001
2012-12-07,0.019582032055798893,0.022828
2012-12-10,0.014740255097801969,0.017639000000000002
2012-12-11,-0.007264562249578055,-0.006730000000000001
2012-12-12,0.001776696951333534,0.000288
2012-12-13,-0.013703577401071754,-0.013279000000000001
2012-12-14,0.04236457580487363,0.041775
2012-12-17,0.002483452193642099,0.008363
2012-12-18,-0.003582707589556255,-0.001711
2012-12-19,0.005859840138669137,0.004052
2012-12-20,0.008498077160202566,0.003152
2012-12-21,0.009633871938093508,-0.002504
2012-12-24,0.012813416556530344,0.005361
2012-12-25,0.024951859846029434,0.022898
2012-12-26,0.01903010647451997,0.012413
2012-12-27,-0.011230924337599646,-0.009042
2012-12-28,0.014009190116860859,0.011162
2012-12-31,0.006692126246762298,0.01257
2013-01-04,-0.003252620445376442,-0.005375
2013-01-07,0.015457374115711575,0.009244
2013-01-08,0.009761611518449342,0.01176
2013-01-09,-0.001902979117252345,0.002389
2013-01-10,0.005768485301209214,0.006405999999999999
2013-01-11,-0.015199825040847824,-0.025376
2013-01-14,0.03711790865403608,0.034717
2013-01-15,0.01315992856862147,0.019481
2013-01-16,-0.004774269658912033,-3.5000000000000004e-05
2013-01-17,-0.005043299237358578,-0.012327999999999999
2013-01-18,0.015318021210042332,0.016615
2013-01-21,0.009147491985467047,0.0076419999999999995
2013-01-22,-0.014695288710396937,-0.015951
2013-01-23,-0.000357620542288938,0.001837
2013-01-24,-0.021092450373179195,-0.020922999999999997
2013-01-25,0.001125796520926147,-0.001683
2013-01-28,0.030716703380489374,0.025485
2013-01-29,0.0118992501724966,0.009486
2013-01-30,0.000122444536825971,0.005186
2013-01-31,-0.006601792362356695,-0.0059819999999999995
2013-02-01,0.008132337478736762,0.008067
2013-02-04,-0.011543667418079218,-0.006656
2013-02-05,0.013468227734307447,0.010412999999999999
2013-02-06,0.008757953183020861,0.006743
2013-02-07,0.007267864479673092,0.003747
2013-02-08,0.0205078141714774,0.014313
2013-02-18,0.006898645281003146,0.005317
2013-02-19,-0.01931325110617299,-0.018308
2013-02-20,0.022793785081017592,0.020783999999999997
2013-02-21,-0.01512347694650773,-0.020647000000000002
2013-02-22,0.0007304200029309981,-0.0033589999999999996
2013-02-25,0.01332951039263075,0.011056
2013-02-26,-0.01382778768433568,-0.015159
2013-02-27,-0.000572485576333492,0.0007620000000000001
2013-02-28,0.021189549755364467,0.020448
2013-03-01,0.015345990980304425,0.011148
2013-03-04,-0.03199624085760333,-0.035551
2013-03-05,0.025291816066953965,0.02251
2013-03-06,0.01662676593257939,0.015568
2013-03-07,-0.012171753284275666,-0.012121999999999999
2013-03-08,-0.014124176369526231,-0.010875999999999999
2013-03-11,-0.0013781002872658148,0.00020299999999999997
2013-03-12,-0.028441497611398137,-0.025183
2013-03-13,-0.00833734858243973,-0.009142
2013-03-14,0.008403459813270064,0.004495
2013-03-15,0.004846237869309933,0.0018360000000000002
2013-03-18,-0.012032711595731492,-0.012702999999999999
2013-03-19,-0.003876885687663756,0.003196
2013-03-20,0.029986333847516145,0.02609
2013-03-21,0.013217223952554091,0.010559
2013-03-22,0.00666132335572267,0.0041789999999999996
2013-03-25,0.002525273106349646,-0.003184
2013-03-26,-0.003160607650198543,-0.006925
2013-03-27,0.001308901647273153,0.002383
2013-03-28,-0.027469391618171524,-0.029074
2013-03-29,-0.001812497757239795,-0.000491
2013-04-01,0.006125641749706201,0.006868
2013-04-02,-0.01991744282816188,-0.012233
2013-04-03,-0.014044113518903112,-0.00912
2013-04-08,0.008252416620570635,0.004091
2013-04-09,0.006589787268841407,0.009745
2013-04-10,-0.0029155585745386232,-0.002062
2013-04-11,-0.000553225975173377,-0.004088
2013-04-12,-0.00619686839444078,-0.008384
2013-04-15,-0.012878855007407708,-0.014041999999999999
2013-04-16,0.013711524306412537,0.010825
2013-04-17,0.013533074026796932,0.008671
2013-04-18,0.009033477699698313,0.003105
2013-04-19,0.02370838336686565,0.021101
2013-04-22,0.012216689838758343,0.004687
2013-04-23,-0.024426458811754204,-0.027103000000000002
2013-04-24,0.027032917744252538,0.019939
2013-04-25,-0.013684763884240558,-0.015258
2013-04-26,-0.02291360098492268,-0.018545
2013-05-02,0.012702674304355456,0.004642
2013-05-03,0.017436033043009225,0.019282999999999998
2013-05-06,0.017852435499748465,0.019085
2013-05-07,0.000663428399735988,0.001997
2013-05-08,0.015416611954795822,0.009192
2013-05-09,0.004754621697367733,0.000541
2013-05-10,0.007447840223132829,0.006063
2013-05-13,0.003245764116407201,0.003754
2013-05-14,-0.011676782421918497,-0.011545000000000001
2013-05-15,0.01588164445927731,0.013468
2013-05-16,0.005747461712528157,0.010744
2013-05-17,0.01354449784107703,0.015305
2013-05-20,0.016280921035141782,0.012556000000000001
2013-05-21,0.011666600786954584,0.013193
2013-05-22,-0.014064088043931888,-0.008235
2013-05-23,-0.0019569545369672032,-0.008425
2013-05-24,0.0135959611654477,0.015531
2013-05-27,0.012445672690423404,0.010142
2013-05-28,-0.013906156656560142,0.001925
2013-05-29,0.007472152545574984,0.007455000000000001
2013-05-30,-0.0027534628584360288,0.002286
2013-05-31,-0.00878180380166127,-0.006188
2013-06-03,-0.009388460709088275,-0.006953
2013-06-04,-0.02232953704909624,-0.019606
2013-06-05,0.007099477558681011,0.004124
2013-06-06,-0.01143837372637424,-0.017686
2013-06-07,-0.01374666863445817,-0.019660999999999998
2013-06-13,-0.02703418436895044,-0.027974000000000002
2013-06-14,0.024189888476711552,0.019894000000000002
2013-06-17,0.005297671661486314,0.002341
2013-06-18,0.004097837263561166,0.003447
2013-06-19,-0.006467564452842134,-0.006229
2013-06-20,-0.03548552579426812,-0.033013
2013-06-21,-0.001987355445055127,-0.005345
2013-06-24,-0.05433847154746863,-0.061952999999999994
2013-06-25,0.00716186204622038,-0.004277
2013-06-26,0.02948836302183433,0.020714999999999997
2013-06-27,-0.015174493176639324,-0.016007
2013-06-28,-0.002521787405367681,0.000852
2013-07-01,0.026506355164867434,0.021203
2013-07-02,0.020369374844342314,0.016481
2013-07-03,0.005722320092193867,0.0015279999999999998
2013-07-04,-0.0006844180510388039,0.007819
2013-07-05,-0.00965357891949381,-0.005592000000000001
2013-07-08,-0.03491641171649351,-0.03887
2013-07-09,0.008462909993822931,0.005997
2013-07-10,0.022006558406918453,0.031131000000000002
2013-07-11,0.02330575423727965,0.02811
2013-07-12,-0.001842580069968846,-0.008898
2013-07-15,0.02854692964397576,0.019943
2013-07-16,0.013044676377248932,0.012272
2013-07-17,-0.014889656331377843,-0.014489
2013-07-18,0.003646791959568407,-0.001111
2013-07-19,-0.014984944820517487,-0.024961
2013-07-22,0.02377847537876732,0.019732
2013-07-23,0.027630727116085607,0.024177
2013-07-24,0.0049024156590216075,0.006012999999999999
2013-07-25,-0.02769695379065784,-0.019079
2013-07-26,-0.0019138859348909458,-0.001167
2013-07-29,-0.016449475782798872,-0.019337
2013-07-30,-0.0060106237179498034,-0.004487
2013-07-31,0.003370975854203539,0.005723000000000001
2013-08-01,0.03643616634970837,0.026353
2013-08-02,0.001669514008884265,0.003538
2013-08-05,0.02172549854465622,0.016677
2013-08-06,0.011631434200475743,0.010741
2013-08-07,-0.01429193345933999,-0.009585
2013-08-08,0.003908869097987377,0.00265
2013-08-09,-0.001337964637592503,0.0035759999999999998
2013-08-12,0.009271834558596035,0.015875999999999998
2013-08-13,0.005271757043286529,0.005265
2013-08-14,-0.002065067233888884,-0.003916
2013-08-15,-0.01737457469065129,-0.013517999999999999
2013-08-16,-0.02417666905793792,-0.021197
2013-08-19,0.026565932829064165,0.015384
2013-08-20,0.002606768478704557,-0.0026019999999999997
2013-08-21,0.0042399213794301885,0.0077410000000000005
2013-08-22,0.005917226332571968,0.0024720000000000002
2013-08-23,0.00027729279414478997,-0.002337
2013-08-26,0.018273883337824204,0.020844
2013-08-27,0.003591906177062176,0.007697000000000001
2013-08-28,-0.017244713270951673,-0.00755
2013-08-29,-0.000707070118699859,-0.000766
2013-08-30,-0.023036751313702863,-0.00998
2013-09-02,0.010998224702087668,0.007044
2013-09-03,0.016451025554337306,0.014881
2013-09-04,-0.001737027984004213,0.0027689999999999998
2013-09-05,0.005533390611451416,0.0019520000000000002
2013-09-06,0.005899710475303133,0.008043
2013-09-09,0.00584129142995482,0.010308
2013-09-10,0.006946407248157316,0.010177
2013-09-11,-0.00959484992625681,-0.009472000000000001
2013-09-12,0.000321744621039732,0.002819
2013-09-13,0.003671359198371693,0.0012360000000000001
2013-09-16,0.0068298928286025795,0.00114
2013-09-17,-0.014881309874298143,-0.017621
2013-09-18,0.007792932994279189,0.009463000000000001
2013-09-23,0.02054828974368328,0.020277
2013-09-24,0.006316250307490501,0.000998
2013-09-25,-0.006961246460337134,-0.003663
2013-09-26,-0.017299205630661785,-0.020828000000000003
2013-09-27,0.004969132392332875,0.0038190000000000003
2013-09-30,0.016327325082488908,0.013115000000000002
2013-10-08,0.012494454740965557,0.016829
2013-10-09,0.011136962152782814,0.010917
2013-10-10,-0.005279132901176875,-0.0053820000000000005
2013-10-11,0.020076904565992537,0.016993
2013-10-14,0.015664674630843756,0.010282
2013-10-15,0.0026246786247168252,0.0014169999999999999
2013-10-16,-0.028671875970905703,-0.027214000000000002
2013-10-17,-0.002929607767355291,-0.001576
2013-10-18,0.006508610707820939,0.0034560000000000003
2013-10-21,0.03199897526977735,0.024780000000000003
2013-10-22,-0.013072920905921048,-0.010449
2013-10-23,-0.023500921263443497,-0.025405999999999998
2013-10-24,0.001024831272407045,-0.006642
2013-10-25,-0.017856315668180356,-0.019593
2013-10-28,0.000164198526030556,-0.003421
2013-10-29,-0.02457743099918075,-0.027527
2013-10-30,0.02170987065294483,0.016359
2013-10-31,-0.015105496307352806,-0.013448
2013-11-01,7.8085721372911e-05,-0.003065
2013-11-04,0.00984633529565837,0.006953
2013-11-05,0.012628124996748813,0.013201000000000001
2013-11-06,-0.014888617041962648,-0.010668
2013-11-07,-0.014401660184146348,-0.013932
2013-11-08,-0.013736670549439611,-0.014952
2013-11-11,0.011224703704077356,0.00438
2013-11-12,0.01187995435955802,0.009517
2013-11-13,-0.017165244533031032,-0.018686
2013-11-14,0.016556447030785737,0.013309
2013-11-15,0.022725899369151703,0.020936
2013-11-18,0.026692608543996243,0.024470000000000002
2013-11-19,0.001214670542918794,0.003261
2013-11-20,0.01033605749324118,0.009951999999999999
2013-11-21,-0.004426821007973647,-0.003397
2013-11-22,-0.0032894709881395863,-0.005861
2013-11-25,0.005189246412817372,-0.0008210000000000001
2013-11-26,0.004947063342003677,0.001582
2013-11-27,0.01246348547863163,0.011462000000000002
2013-11-28,0.01453013448576601,0.008461
2013-11-29,0.01679102413549027,0.006046
2013-12-02,-0.04715994090949261,-0.044476
2013-12-03,0.026824989992357162,0.023626
2013-12-04,0.012586189216033716,0.018923000000000002
2013-12-05,-0.005518365577647288,-0.001087
2013-12-06,-0.004039141724760386,-0.00253
2013-12-09,0.016577651386019854,0.00738
2013-12-10,0.003634826935905222,0.0007049999999999999
2013-12-11,-0.012485288766985847,-0.011063
2013-12-12,0.003226195208874793,0.002606
2013-12-13,0.00654132745610525,0.002163
2013-12-16,-0.01780972881517373,-0.017251000000000002
2013-12-17,-0.007626053785313003,-0.00614
2013-12-18,-0.000142195152150303,5e-06
2013-12-19,-0.008184702301428537,-0.010178
2013-12-20,-0.017010816299649626,-0.012654
2013-12-23,0.002257494105822433,-0.001138
2013-12-24,0.00950943206790611,0.006937
2013-12-25,0.0193369862245556,0.010546999999999999
2013-12-26,-0.022845400051100476,-0.017152
2013-12-27,0.019619454712816564,0.015399000000000001
2013-12-30,0.008581612668544736,0.003218
2013-12-31,0.003536584279131283,0.004221
2014-01-02,0.009899797247570952,0.004905
2014-01-03,-0.006053747541162835,-0.008203
2014-01-06,-0.03211468304873011,-0.027623
2014-01-07,0.00851642935578889,0.006134
2014-01-08,0.007298851825400687,0.001217
2014-01-09,-0.017892361051881855,-0.011284
2014-01-10,-0.012486239101700214,-0.018233
2014-01-13,-0.001611149389514676,-0.004579
2014-01-14,0.0270638292728973,0.019799
2014-01-15,0.013278910218176287,0.006681
2014-01-16,-0.002633953182610948,0.001664
2014-01-17,-0.009484387826014462,-0.011415
2014-01-20,-0.009182181228713391,-0.007568
2014-01-21,0.01879507206365472,0.015363
2014-01-22,0.024551135995971807,0.026737999999999998
2014-01-23,0.00954486272562738,0.006961
2014-01-24,0.01683929248331251,0.014948
2014-01-27,-0.00306888263860916,-0.000186
2014-01-28,-0.001983696367481191,-0.002096
2014-01-29,0.014279463957171501,0.008942
2014-01-30,-0.00737963732571445,-0.005893000000000001
2014-02-07,0.02090799322567793,0.018595999999999998
2014-02-10,0.028599197381582897,0.029552000000000002
2014-02-11,-0.002967552682533014,0.001411
2014-02-12,0.013349477951542177,0.011036999999999998
2014-02-13,-0.026957399958881245,-0.014783999999999999
2014-02-14,0.02157015780237148,0.017158
2014-02-17,0.022628463451185965,0.019009
2014-02-18,0.001024227578063863,-0.001198
2014-02-19,0.0006755180276356571,7.000000000000001e-05
2014-02-20,-0.018875784429864595,-0.014003000000000002
2014-02-21,-0.006090722969333995,-0.006545
2014-02-24,-0.00445679086971773,-0.003912
2014-02-25,-0.051422054765354656,-0.035158
2014-02-26,0.003876852270320752,0.006574
2014-02-27,-0.007869720827806903,-0.013229999999999999
2014-02-28,0.015178537490596389,0.010471
2014-03-03,0.020947835282457472,0.020842999999999997
2014-03-04,-0.001779047654020926,0.000189
2014-03-05,-0.003973121713842231,-0.005365999999999999
2014-03-06,-0.00022263054272630902,-0.001245
2014-03-07,-0.002315716235081422,-0.0050360000000000005
2014-03-10,-0.038575153341250716,-0.037933
2014-03-11,-0.000556683078517861,0.00104
2014-03-12,0.003674642164328334,0.000363
2014-03-13,0.014050947980957629,0.010731
2014-03-14,-0.001231879624943754,-0.004651
2014-03-17,0.020599809739789032,0.020102000000000002
2014-03-18,0.0030907469856427112,0.005558
2014-03-19,-0.001935443939292458,-0.0021379999999999997
2014-03-20,-0.03159121611823046,-0.026150000000000003
2014-03-21,0.019502359519732334,0.019557
2014-03-24,0.00877336818315011,0.008468
2014-03-25,-0.00035441149861770095,0.001325
2014-03-26,0.009996573941393638,0.002595
2014-03-27,-0.016384450176509024,-0.014359
2014-03-28,-0.02781873788059297,-0.019967
2014-03-31,-0.0013009886264330188,-0.006404999999999999
2014-04-01,0.017105102531179694,0.015349999999999999
2014-04-02,-0.008532707542857065,0.000655
2014-04-03,0.001836010292913359,-0.001477
2014-04-04,0.012110685771433928,0.011023
2014-04-08,0.015201242659985237,0.010763
2014-04-09,0.00935272279833077,0.009273
2014-04-10,0.006115243358157274,0.00505
2014-04-11,-5.8359614862668e-05,-0.0043690000000000005
2014-04-14,0.010904637910012838,0.007494
2014-04-15,-0.009642055670396889,-0.0072629999999999995
2014-04-16,-0.000416447303337452,-0.000503
2014-04-17,0.001246686081276982,-0.00123
2014-04-18,0.00370645448509288,0.0035670000000000003
2014-04-21,-0.01606848809965011,-0.015865
2014-04-22,-0.0137050624201569,-0.004582
2014-04-23,-0.001683695142654984,-0.00456
2014-04-24,-0.009105408929568348,-0.011289
2014-04-25,-0.017698060878585165,-0.021655999999999998
2014-04-28,-0.032667739492759584,-0.030543999999999998
2014-04-29,0.01672451445304013,0.014745999999999999
2014-04-30,0.009385607540547404,0.007287
2014-05-05,0.013448279240136474,0.008528
2014-05-06,0.0071713326500200125,0.005183999999999999
2014-05-07,-0.01724217493104507,-0.017814
2014-05-08,-0.00024762437242387104,0.0010789999999999999
2014-05-09,-0.010680441678606156,-0.01012
2014-05-12,0.026845721738760986,0.026032000000000003
2014-05-13,-0.000401507921920396,-0.001539
2014-05-14,0.0019360903958152151,-0.0008110000000000001
2014-05-15,-0.02146468916613542,-0.018788
2014-05-16,-0.00106493593880097,-0.001522
2014-05-19,-0.008477614790068144,-0.005713
2014-05-20,0.000548444165889838,0.002792
2014-05-21,0.010098487779886868,0.008511
2014-05-22,-0.000716562232472184,-0.000319
2014-05-23,0.010882205118618815,0.010791
2014-05-26,0.010287890245911369,0.010808
2014-05-27,-0.004273766838077786,-0.002395
2014-05-28,0.010068058850382755,0.011331
2014-05-29,-0.012361603176258895,-0.010286
2014-05-30,0.001901062789468888,0.001929
2014-06-03,-0.0025037301698322962,-0.001703
2014-06-04,-0.010094679500897484,-0.008742999999999999
2014-06-05,0.01506187015771654,0.011285
2014-06-06,-0.002820403080249556,-0.0035809999999999995
2014-06-09,-0.003626932906752311,-0.005475
2014-06-10,0.014620664897989856,0.011215
2014-06-11,0.003623698803548958,0.0046960000000000005
2014-06-12,-2.3326005976986e-05,-0.002058
2014-06-13,0.013980659404507545,0.010764000000000001
2014-06-16,0.006868583128671224,0.006019
2014-06-17,-0.013413109330219442,-0.009103
2014-06-18,-0.006595858748245087,-0.005476
2014-06-19,-0.021901735757790086,-0.026543
2014-06-20,0.00988716551860569,0.008959
2014-06-23,0.009177841142080425,0.0070030000000000005
2014-06-24,0.010355449143062856,0.006111999999999999
2014-06-25,-0.001703428753320968,-0.0065569999999999995
2014-06-26,0.014244187355997973,0.012563999999999999
2014-06-27,0.006302305355302629,0.007088
2014-06-30,0.011789822929352932,0.009148
2014-07-01,0.002444113954121363,0.006834
2014-07-02,0.011757710597913418,0.006979999999999999
2014-07-03,0.006611468122190489,0.010137
2014-07-04,-0.002717325581287899,-0.0037530000000000003
2014-07-07,0.002238757724396745,0.0024790000000000003
2014-07-08,0.008476014901037665,0.006281999999999999
2014-07-09,-0.019107222096861557,-0.014185000000000001
2014-07-10,-0.003239539185714513,-5.2e-05
2014-07-11,0.007253569271636007,0.011941
2014-07-14,0.01919605006878045,0.015149999999999999
2014-07-15,-0.001126654989243136,0.000565
2014-07-16,-0.0134599028092387,-0.007572
2014-07-17,-0.005685170723902178,-0.007552
2014-07-18,0.0007419960041901149,0.0027489999999999997
2014-07-21,0.001283747416526814,-0.003037
2014-07-22,0.013639564584052577,0.013162
2014-07-23,-0.009960632664081648,-0.00641
2014-07-24,-0.005182033163657063,-0.000712
2014-07-25,0.012298084493886474,0.008776
2014-07-28,0.0201423194206658,0.019212
2014-07-29,0.01012185120568554,0.009473
2014-07-30,0.00725004970441101,0.0016569999999999998
2014-07-31,0.008284294224371713,0.010014
2014-08-01,-0.012043936181528547,-0.011000000000000001
2014-08-04,0.014841586926146455,0.0163
2014-08-05,0.004964904005964277,0.004972
2014-08-06,-0.00017196273948572,0.006623
2014-08-07,-0.009416251769087667,-0.009821
2014-08-08,0.007143298795608821,0.005974
2014-08-11,0.015429920487203042,0.015149999999999999
2014-08-12,0.006835242241208128,0.005206
2014-08-13,0.0013775629643009149,0.000455
2014-08-14,-0.002597020294810681,-0.00643
2014-08-15,0.013550106156011266,0.011463000000000001
2014-08-18,0.01602426480975505,0.013543000000000001
2014-08-19,0.001081467278797099,0.002987
2014-08-20,0.001041891873833078,0.000103
2014-08-21,0.00266862998178019,-0.00043599999999999997
2014-08-22,0.00617738470476259,0.0058530000000000006
2014-08-25,-0.0047069560602368546,-0.007653999999999999
2014-08-26,-0.01852113903185937,-0.017728999999999998
2014-08-27,0.004532259215544787,0.003091
2014-08-28,-0.012623040204087,-0.008983999999999999
2014-08-29,0.01194981715850374,0.010587
2014-09-01,0.017218083490829983,0.017969
2014-09-02,0.01477599295911447,0.015237
2014-09-03,0.006934886122367923,0.007088
2014-09-04,0.01245733943623928,0.008534
2014-09-05,0.004205082297205953,0.003999
2014-09-09,0.008170272047111293,0.007549
2014-09-10,0.004845627679020969,0.0017460000000000002
2014-09-11,-0.000883330042705021,-0.001055
2014-09-12,0.012869540816161429,0.011054
2014-09-15,0.013210002744691085,0.010638000000000002
2014-09-16,-0.03348761481979612,-0.033699
2014-09-17,0.005891808733309745,0.008718
2014-09-18,0.008728942827357367,0.007034
2014-09-19,0.012874935457273251,0.008417000000000001
2014-09-22,-0.010075368328399614,-0.013554
2014-09-23,0.016738852342140564,0.012833
2014-09-24,0.014603059008532648,0.01288
2014-09-25,-0.00207454865491119,-0.000202
2014-09-26,0.00435916173471873,0.0031569999999999997
2014-09-29,0.012188903661876305,0.009835
2014-09-30,0.006928426638806329,0.007931
2014-10-08,0.01666203828111135,0.015747
2014-10-09,0.00376282568828179,0.002097
2014-10-10,-0.007103942324323986,-0.004426
2014-10-13,-0.004746138070281347,0.000166
2014-10-14,0.0008955837827686599,-0.003331
2014-10-15,0.008721323014959426,0.004354
2014-10-16,-0.01499808823130977,-0.016333
2014-10-17,-0.013691776370759244,-0.009276
2014-10-20,0.01585888681207415,0.014078
2014-10-21,-0.008942976887891363,-0.009157
2014-10-22,-0.013946519380643507,-0.01196
2014-10-23,-0.016221081046743354,-0.014584
2014-10-24,0.006282337991371678,0.004087
2014-10-27,0.00914526305856711,0.007299
2014-10-28,0.02594825199297679,0.024002
2014-10-29,0.01578860882392963,0.013564
2014-10-30,0.004011628939922795,0.00017500000000000003
2014-10-31,0.001236508333487096,-0.001245
2014-11-03,0.01325842843094316,0.008479
2014-11-04,0.0007853434010762771,-0.005017000000000001
2014-11-05,-0.000602263553543647,-0.001604
2014-11-06,0.0072889465180565605,0.005886
2014-11-07,-0.003096535774995246,-0.009472000000000001
2014-11-10,0.014340705345939009,0.010798
2014-11-11,-0.02863513362943415,-0.02972
2014-11-12,0.0192156592132815,0.017188000000000002
2014-11-13,-0.007361383157997614,-0.008804
2014-11-14,-0.009134603882777979,-0.002451
2014-11-17,0.00715411385470488,0.009951
2014-11-18,0.0042715236975514595,0.0018520000000000001
2014-11-19,0.004242067376544645,0.003513
2014-11-20,-0.00243749420570849,-0.002101
2014-11-21,0.01587253177166681,0.011086
2014-11-24,0.021600612913755146,0.016372
2014-11-25,0.01933618362985845,0.015039
2014-11-26,0.010172728539355136,0.004858
2014-11-27,0.015745204663340614,0.00713
2014-11-28,0.002464724436613385,-0.001166
2014-12-01,-0.0062455632121632965,-0.007078
2014-12-02,0.02354788967932242,0.013348
2014-12-03,0.007783900304229485,0.011624
2014-12-04,0.028090674208414823,0.021157
2014-12-05,-0.013671999971618165,-0.021655999999999998
2014-12-08,0.025670530190738505,0.01477
2014-12-09,-0.03773194800050683,-0.040141
2014-12-10,0.031740854555434524,0.034394
2014-12-11,0.007229406800027149,0.014951
2014-12-12,0.012186871604292993,0.007106
2014-12-15,0.016038412463790674,0.016456
2014-12-16,0.01282481481642228,0.004136
2014-12-17,-0.0007743596673522859,-0.008812
2014-12-18,-0.008976107766019203,0.000137
2014-12-19,-0.002529400417052518,-0.006103
2014-12-22,-0.030110071501221136,-0.039629
2014-12-23,-0.019206504132964878,-0.021015000000000002
2014-12-24,-0.0013222967518463629,0.013217000000000001
2014-12-25,0.025560771270240812,0.019421
2014-12-26,0.020118402356145596,0.010847
2014-12-29,-0.005625480161747132,-0.010163
2014-12-30,-0.010778452608779077,-0.017242999999999998
2014-12-31,0.01283410292794862,0.009029
2015-01-05,0.01899408077011766,0.017717
2015-01-06,0.007133311181544144,0.011602
2015-01-07,0.005430494732445279,0.001529
2015-01-08,-0.01708971419409289,-0.008054
2015-01-09,-0.003578996121644251,-0.006424999999999999
2015-01-12,-0.01635254794588159,-0.014205
2015-01-13,0.007756004812723205,0.013666000000000001
2015-01-14,-0.002913052840438301,-0.004691
2015-01-15,0.022673159088370864,0.012882
2015-01-16,0.011485078490059308,0.013045
2015-01-19,-0.048876356839242296,-0.043156
2015-01-20,0.027074668329088336,0.036089
2015-01-21,0.035101928349174694,0.025432999999999997
2015-01-22,0.010975418824546557,0.013982000000000001
2015-01-23,-0.003490942090418447,-0.009994
2015-01-26,0.019364966862078337,0.022312
2015-01-27,0.002702606303804256,0.002576
2015-01-28,-0.006741936815389482,-0.0058709999999999995
2015-01-29,-0.00850936742108832,-0.006745
2015-01-30,-0.008768497194183489,-0.012011
2015-02-02,-0.012413732082122042,-0.004143
2015-02-03,0.021560918105227863,0.017485999999999998
2015-02-04,-0.00528260947244219,-0.004197
2015-02-05,-0.004932465284199105,-0.005155999999999999
2015-02-06,-0.01893093862727857,-0.021123
2015-02-09,-0.000475592248017853,-0.005385999999999999
2015-02-10,0.019693063312480552,0.013756999999999998
2015-02-11,0.0103835720322194,0.010945
2015-02-12,0.006612103241565803,0.007011
2015-02-13,0.014560652486274028,0.015477000000000001
2015-02-16,0.013700334477952492,0.017410000000000002
2015-02-17,0.007396362176623761,0.007050999999999999
2015-02-25,-0.0057053119512084915,-0.000771
2015-02-26,0.01959842055049843,0.010669
2015-02-27,0.004854042783987156,0.008193
2015-03-02,0.01696179372649964,0.020158999999999996
2015-03-03,-0.01115449605029728,-0.003442
2015-03-04,0.015229100126952666,0.014998000000000001
2015-03-05,0.005037577218373501,-0.00023099999999999998
2015-03-06,-0.011412636266725618,-0.012234
2015-03-09,0.006721725684424085,0.012915000000000001
2015-03-10,0.006196631801414165,0.010342
2015-03-11,-0.000349041367475932,-0.002166
2015-03-12,0.00033331866899244297,-0.00043999999999999996
2015-03-13,0.009699923791518959,0.011092
2015-03-16,0.02772660434102736,0.029574
2015-03-17,0.01250257759122908,0.015543
2015-03-18,0.024013070332588704,0.016623000000000002
2015-03-19,0.009575456732529242,0.008085
2015-03-20,0.01604711010683424,0.010089999999999998
2015-03-23,0.0242570536809954,0.024268
2015-03-24,-0.003423523059331246,0.004128
2015-03-25,0.007323693822547606,0.011175999999999998
2015-03-26,-0.0059962787674524565,-0.007078999999999999
2015-03-27,0.012003605903741832,0.011520999999999998
2015-03-30,0.02362048280327977,0.012514
2015-03-31,0.00042098501750320496,0.00105
2015-04-01,0.025858169255258634,0.023801000000000003
2015-04-02,0.016927851762974958,0.018169
2015-04-03,0.01710570938938094,0.015655
2015-04-07,0.027288949381721883,0.023997
2015-04-08,0.005614509485302843,-0.007030999999999999
2015-04-09,-0.008928871977240349,-0.007921000000000001
2015-04-10,0.025746501347953643,0.026598999999999998
2015-04-13,0.02118986564027492,0.021466
2015-04-14,-0.0009473933344620319,-0.000361
2015-04-15,-0.032761704137504566,-0.039066000000000004
2015-04-16,0.01613737947501992,0.014013
2015-04-17,0.0115031764699578,0.008679
2015-04-20,-0.02610871751096755,-0.01765
2015-04-21,0.03233196147815698,0.034795
2015-04-22,0.027795515864332154,0.025977
2015-04-23,0.005450068795320728,0.010486
2015-04-24,-0.0075901918324937645,0.000998
